Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Eggs,3,2013,2013,Upper bound of forecast range,4
Eggs,4,2013,2013,Lower bound of forecast range,3
Eggs,4,2013,2013,Upper bound of forecast range,4
Eggs,5,2013,2013,Lower bound of forecast range,3
Eggs,5,2013,2013,Upper bound of forecast range,4
Eggs,6,2013,2013,Lower bound of forecast range,3
Eggs,6,2013,2013,Upper bound of forecast range,4
Eggs,7,2013,2013,Lower bound of forecast range,2
Eggs,7,2013,2013,Upper bound of forecast range,3
Eggs,8,2013,2013,Lower bound of forecast range,2
Eggs,8,2013,2013,Upper bound of forecast range,3
Eggs,9,2013,2013,Lower bound of forecast range,2
Eggs,9,2013,2013,Upper bound of forecast range,3
Eggs,10,2013,2013,Lower bound of forecast range,2
Eggs,10,2013,2013,Upper bound of forecast range,3
Eggs,11,2013,2013,Lower bound of forecast range,2
Eggs,11,2013,2013,Upper bound of forecast range,3
Eggs,12,2013,2013,Lower bound of forecast range,2.75
Eggs,12,2013,2013,Upper bound of forecast range,3.25
Dairy products,7,2012,2013,Lower bound of forecast range,3.5
Dairy products,7,2012,2013,Upper bound of forecast range,4.5
Dairy products,8,2012,2013,Lower bound of forecast range,3.5
Dairy products,8,2012,2013,Upper bound of forecast range,4.5
Dairy products,9,2012,2013,Lower bound of forecast range,3.5
Dairy products,9,2012,2013,Upper bound of forecast range,4.5
Dairy products,10,2012,2013,Lower bound of forecast range,3.5
Dairy products,10,2012,2013,Upper bound of forecast range,4.5
Dairy products,11,2012,2013,Lower bound of forecast range,3.5
Dairy products,11,2012,2013,Upper bound of forecast range,4.5
Dairy products,12,2012,2013,Lower bound of forecast range,3.5
Dairy products,12,2012,2013,Upper bound of forecast range,4.5
Dairy products,1,2013,2013,Lower bound of forecast range,3.5
Dairy products,1,2013,2013,Upper bound of forecast range,4.5
Dairy products,2,2013,2013,Lower bound of forecast range,3.5
Dairy products,2,2013,2013,Upper bound of forecast range,4.5
Dairy products,3,2013,2013,Lower bound of forecast range,3.5
Dairy products,3,2013,2013,Upper bound of forecast range,4.5
Dairy products,4,2013,2013,Lower bound of forecast range,2.5
Dairy products,4,2013,2013,Upper bound of forecast range,3.5
Dairy products,5,2013,2013,Lower bound of forecast range,2.5
Dairy products,5,2013,2013,Upper bound of forecast range,3.5
Dairy products,6,2013,2013,Lower bound of forecast range,2.5
Dairy products,6,2013,2013,Upper bound of forecast range,3.5
Dairy products,7,2013,2013,Lower bound of forecast range,1
Dairy products,7,2013,2013,Upper bound of forecast range,2
Dairy products,8,2013,2013,Lower bound of forecast range,1
Dairy products,8,2013,2013,Upper bound of forecast range,2
Dairy products,9,2013,2013,Lower bound of forecast range,0
Dairy products,9,2013,2013,Upper bound of forecast range,1
Dairy products,10,2013,2013,Lower bound of forecast range,0
Dairy products,10,2013,2013,Upper bound of forecast range,1
Dairy products,11,2013,2013,Lower bound of forecast range,0
Dairy products,11,2013,2013,Upper bound of forecast range,1
Dairy products,12,2013,2013,Lower bound of forecast range,0
Dairy products,12,2013,2013,Upper bound of forecast range,0.5
Fats and oils,7,2012,2013,Lower bound of forecast range,2
Fats and oils,7,2012,2013,Upper bound of forecast range,3
Fats and oils,8,2012,2013,Lower bound of forecast range,2
Fats and oils,8,2012,2013,Upper bound of forecast range,3
Fats and oils,9,2012,2013,Lower bound of forecast range,2
Fats and oils,9,2012,2013,Upper bound of forecast range,3
Fats and oils,10,2012,2013,Lower bound of forecast range,2
Fats and oils,10,2012,2013,Upper bound of forecast range,3
Fats and oils,11,2012,2013,Lower bound of forecast range,2
Fats and oils,11,2012,2013,Upper bound of forecast range,3
Fats and oils,12,2012,2013,Lower bound of forecast range,2
Fats and oils,12,2012,2013,Upper bound of forecast range,3
Fats and oils,1,2013,2013,Lower bound of forecast range,2
Fats and oils,1,2013,2013,Upper bound of forecast range,3
Fats and oils,2,2013,2013,Lower bound of forecast range,2
Fats and oils,2,2013,2013,Upper bound of forecast range,3
Fats and oils,3,2013,2013,Lower bound of forecast range,2
Fats and oils,3,2013,2013,Upper bound of forecast range,3
Fats and oils,4,2013,2013,Lower bound of forecast range,1
Fats and oils,4,2013,2013,Upper bound of forecast range,2
Fats and oils,5,2013,2013,Lower bound of forecast range,1
Fats and oils,5,2013,2013,Upper bound of forecast range,2
Fats and oils,6,2013,2013,Lower bound of forecast range,1
Fats and oils,6,2013,2013,Upper bound of forecast range,2
Fats and oils,7,2013,2013,Lower bound of forecast range,0
Fats and oils,7,2013,2013,Upper bound of forecast range,1
Fats and oils,8,2013,2013,Lower bound of forecast range,0
Fats and oils,8,2013,2013,Upper bound of forecast range,1
Fats and oils,9,2013,2013,Lower bound of forecast range,-1
Fats and oils,9,2013,2013,Upper bound of forecast range,0
Fats and oils,10,2013,2013,Lower bound of forecast range,-1
Fats and oils,10,2013,2013,Upper bound of forecast range,0
Fats and oils,11,2013,2013,Lower bound of forecast range,-1
Fats and oils,11,2013,2013,Upper bound of forecast range,0
Fats and oils,12,2013,2013,Lower bound of forecast range,-1.5
Fats and oils,12,2013,2013,Upper bound of forecast range,-1
Fruits and vegetables,7,2012,2013,Lower bound of forecast range,2
Fruits and vegetables,7,2012,2013,Upper bound of forecast range,3
Fruits and vegetables,8,2012,2013,Lower bound of forecast range,2
Fruits and vegetables,8,2012,2013,Upper bound of forecast range,3
Fruits and vegetables,9,2012,2013,Lower bound of forecast range,2
Fruits and vegetables,9,2012,2013,Upper bound of forecast range,3
Fruits and vegetables,10,2012,2013,Lower bound of forecast range,2
Fruits and vegetables,10,2012,2013,Upper bound of forecast range,3
Fruits and vegetables,11,2012,2013,Lower bound of forecast range,3
Fruits and vegetables,11,2012,2013,Upper bound of forecast range,4
Fruits and vegetables,12,2012,2013,Lower bound of forecast range,3
Fruits and vegetables,12,2012,2013,Upper bound of forecast range,4
Fruits and vegetables,1,2013,2013,Lower bound of forecast range,3
Fruits and vegetables,1,2013,2013,Upper bound of forecast range,4
Fruits and vegetables,2,2013,2013,Lower bound of forecast range,3
Fruits and vegetables,2,2013,2013,Upper bound of forecast range,4
Fruits and vegetables,3,2013,2013,Lower bound of forecast range,3
Fruits and vegetables,3,2013,2013,Upper bound of forecast range,4
Fruits and vegetables,4,2013,2013,Lower bound of forecast range,3
Fruits and vegetables,4,2013,2013,Upper bound of forecast range,4
Fruits and vegetables,5,2013,2013,Lower bound of forecast range,3
Fruits and vegetables,5,2013,2013,Upper bound of forecast range,4
Fruits and vegetables,6,2013,2013,Lower bound of forecast range,3
Fruits and vegetables,6,2013,2013,Upper bound of forecast range,4
Fruits and vegetables,7,2013,2013,Lower bound of forecast range,2
Fruits and vegetables,7,2013,2013,Upper bound of forecast range,3
Fruits and vegetables,8,2013,2013,Lower bound of forecast range,2
Fruits and vegetables,8,2013,2013,Upper bound of forecast range,3
Fruits and vegetables,9,2013,2013,Lower bound of forecast range,2
Fruits and vegetables,9,2013,2013,Upper bound of forecast range,3
Fruits and vegetables,10,2013,2013,Lower bound of forecast range,2
Fruits and vegetables,10,2013,2013,Upper bound of forecast range,3
Fruits and vegetables,11,2013,2013,Lower bound of forecast range,2
Fruits and vegetables,11,2013,2013,Upper bound of forecast range,3
Fruits and vegetables,12,2013,2013,Lower bound of forecast range,2.25
Fruits and vegetables,12,2013,2013,Upper bound of forecast range,2.75
Fresh fruits & vegetables,7,2012,2013,Lower bound of forecast range,2
Fresh fruits & vegetables,7,2012,2013,Upper bound of forecast range,3
Fresh fruits & vegetables,8,2012,2013,Lower bound of forecast range,2
Fresh fruits & vegetables,8,2012,2013,Upper bound of forecast range,3
Fresh fruits & vegetables,9,2012,2013,Lower bound of forecast range,2
Fresh fruits & vegetables,9,2012,2013,Upper bound of forecast range,3
Fresh fruits & vegetables,10,2012,2013,Lower bound of forecast range,2
Fresh fruits & vegetables,10,2012,2013,Upper bound of forecast range,3
Fresh fruits & vegetables,11,2012,2013,Lower bound of forecast range,3.5
Fresh fruits & vegetables,11,2012,2013,Upper bound of forecast range,4.5
Fresh fruits & vegetables,12,2012,2013,Lower bound of forecast range,3.5
Fresh fruits & vegetables,12,2012,2013,Upper bound of forecast range,4.5
Fresh fruits & vegetables,1,2013,2013,Lower bound of forecast range,3.5
Fresh fruits & vegetables,1,2013,2013,Upper bound of forecast range,4.5
Fresh fruits & vegetables,2,2013,2013,Lower bound of forecast range,3.5
Fresh fruits & vegetables,2,2013,2013,Upper bound of forecast range,4.5
Fresh fruits & vegetables,3,2013,2013,Lower bound of forecast range,3.5
Fresh fruits & vegetables,3,2013,2013,Upper bound of forecast range,4.5
Fresh fruits & vegetables,4,2013,2013,Lower bound of forecast range,3.5
Fresh fruits & vegetables,4,2013,2013,Upper bound of forecast range,4.5
Fresh fruits & vegetables,5,2013,2013,Lower bound of forecast range,3.5
Fresh fruits & vegetables,5,2013,2013,Upper bound of forecast range,4.5
Fresh fruits & vegetables,6,2013,2013,Lower bound of forecast range,3.5
Fresh fruits & vegetables,6,2013,2013,Upper bound of forecast range,4.5
Fresh fruits & vegetables,7,2013,2013,Lower bound of forecast range,2.5
Fresh fruits & vegetables,7,2013,2013,Upper bound of forecast range,3.5
Fresh fruits & vegetables,8,2013,2013,Lower bound of forecast range,2.5
Fresh fruits & vegetables,8,2013,2013,Upper bound of forecast range,3.5
Fresh fruits & vegetables,9,2013,2013,Lower bound of forecast range,2.5
Fresh fruits & vegetables,9,2013,2013,Upper bound of forecast range,3.5
Fresh fruits & vegetables,10,2013,2013,Lower bound of forecast range,2.5
Fresh fruits & vegetables,10,2013,2013,Upper bound of forecast range,3.5
Fresh fruits & vegetables,11,2013,2013,Lower bound of forecast range,2.5
Fresh fruits & vegetables,11,2013,2013,Upper bound of forecast range,3.5
Fresh fruits & vegetables,12,2013,2013,Lower bound of forecast range,3
Fresh fruits & vegetables,12,2013,2013,Upper bound of forecast range,3.5
Fresh fruits,7,2012,2013,Lower bound of forecast range,2.5
Fresh fruits,7,2012,2013,Upper bound of forecast range,3.5
Fresh fruits,8,2012,2013,Lower bound of forecast range,2.5
Fresh fruits,8,2012,2013,Upper bound of forecast range,3.5
Fresh fruits,9,2012,2013,Lower bound of forecast range,2.5
Fresh fruits,9,2012,2013,Upper bound of forecast range,3.5
Fresh fruits,10,2012,2013,Lower bound of forecast range,2.5
Fresh fruits,10,2012,2013,Upper bound of forecast range,3.5
Fresh fruits,11,2012,2013,Lower bound of forecast range,3
Fresh fruits,11,2012,2013,Upper bound of forecast range,4
Fresh fruits,12,2012,2013,Lower bound of forecast range,3
Fresh fruits,12,2012,2013,Upper bound of forecast range,4
Fresh fruits,1,2013,2013,Lower bound of forecast range,3
Fresh fruits,1,2013,2013,Upper bound of forecast range,4
Fresh fruits,2,2013,2013,Lower bound of forecast range,3
Fresh fruits,2,2013,2013,Upper bound of forecast range,4
Fresh fruits,3,2013,2013,Lower bound of forecast range,3
Fresh fruits,3,2013,2013,Upper bound of forecast range,4
Fresh fruits,4,2013,2013,Lower bound of forecast range,3
Fresh fruits,4,2013,2013,Upper bound of forecast range,4
Fresh fruits,5,2013,2013,Lower bound of forecast range,3
Fresh fruits,5,2013,2013,Upper bound of forecast range,4
Fresh fruits,6,2013,2013,Lower bound of forecast range,3
Fresh fruits,6,2013,2013,Upper bound of forecast range,4
Fresh fruits,7,2013,2013,Lower bound of forecast range,2
Fresh fruits,7,2013,2013,Upper bound of forecast range,3
Fresh fruits,8,2013,2013,Lower bound of forecast range,2
Fresh fruits,8,2013,2013,Upper bound of forecast range,3
Fresh fruits,9,2013,2013,Lower bound of forecast range,2
Fresh fruits,9,2013,2013,Upper bound of forecast range,3
Fresh fruits,10,2013,2013,Lower bound of forecast range,2
Fresh fruits,10,2013,2013,Upper bound of forecast range,3
Fresh fruits,11,2013,2013,Lower bound of forecast range,2
Fresh fruits,11,2013,2013,Upper bound of forecast range,3
Fresh fruits,12,2013,2013,Lower bound of forecast range,1.75
Fresh fruits,12,2013,2013,Upper bound of forecast range,2.25
Fresh vegetables,7,2012,2013,Lower bound of forecast range,3
Fresh vegetables,7,2012,2013,Upper bound of forecast range,4
Fresh vegetables,8,2012,2013,Lower bound of forecast range,3
Fresh vegetables,8,2012,2013,Upper bound of forecast range,4
Fresh vegetables,9,2012,2013,Lower bound of forecast range,3
Fresh vegetables,9,2012,2013,Upper bound of forecast range,4
Fresh vegetables,10,2012,2013,Lower bound of forecast range,3
Fresh vegetables,10,2012,2013,Upper bound of forecast range,4
Fresh vegetables,11,2012,2013,Lower bound of forecast range,4
Fresh vegetables,11,2012,2013,Upper bound of forecast range,5
Fresh vegetables,12,2012,2013,Lower bound of forecast range,4
Fresh vegetables,12,2012,2013,Upper bound of forecast range,5
Fresh vegetables,1,2013,2013,Lower bound of forecast range,4
Fresh vegetables,1,2013,2013,Upper bound of forecast range,5
Fresh vegetables,2,2013,2013,Lower bound of forecast range,4
Fresh vegetables,2,2013,2013,Upper bound of forecast range,5
Fresh vegetables,3,2013,2013,Lower bound of forecast range,4
Fresh vegetables,3,2013,2013,Upper bound of forecast range,5
Fresh vegetables,4,2013,2013,Lower bound of forecast range,4
Fresh vegetables,4,2013,2013,Upper bound of forecast range,5
Fresh vegetables,5,2013,2013,Lower bound of forecast range,4
Fresh vegetables,5,2013,2013,Upper bound of forecast range,5
Fresh vegetables,6,2013,2013,Lower bound of forecast range,4
Fresh vegetables,6,2013,2013,Upper bound of forecast range,5
Fresh vegetables,7,2013,2013,Lower bound of forecast range,2.5
Fresh vegetables,7,2013,2013,Upper bound of forecast range,3.5
Fresh vegetables,8,2013,2013,Lower bound of forecast range,2.5
Fresh vegetables,8,2013,2013,Upper bound of forecast range,3.5
Fresh vegetables,9,2013,2013,Lower bound of forecast range,2.5
Fresh vegetables,9,2013,2013,Upper bound of forecast range,3.5
Fresh vegetables,10,2013,2013,Lower bound of forecast range,2.5
Fresh vegetables,10,2013,2013,Upper bound of forecast range,3.5
Fresh vegetables,11,2013,2013,Lower bound of forecast range,4
Fresh vegetables,11,2013,2013,Upper bound of forecast range,5
Fresh vegetables,12,2013,2013,Lower bound of forecast range,4.5
Fresh vegetables,12,2013,2013,Upper bound of forecast range,5
Processed fruits & vegetables,7,2012,2013,Lower bound of forecast range,2
Processed fruits & vegetables,7,2012,2013,Upper bound of forecast range,3
Processed fruits & vegetables,8,2012,2013,Lower bound of forecast range,2
Processed fruits & vegetables,8,2012,2013,Upper bound of forecast range,3
Processed fruits & vegetables,9,2012,2013,Lower bound of forecast range,2
Processed fruits & vegetables,9,2012,2013,Upper bound of forecast range,3
Processed fruits & vegetables,10,2012,2013,Lower bound of forecast range,2
Processed fruits & vegetables,10,2012,2013,Upper bound of forecast range,3
Processed fruits & vegetables,11,2012,2013,Lower bound of forecast range,2
Processed fruits & vegetables,11,2012,2013,Upper bound of forecast range,3
Processed fruits & vegetables,12,2012,2013,Lower bound of forecast range,2
Processed fruits & vegetables,12,2012,2013,Upper bound of forecast range,3
Processed fruits & vegetables,1,2013,2013,Lower bound of forecast range,2
Processed fruits & vegetables,1,2013,2013,Upper bound of forecast range,3
Processed fruits & vegetables,2,2013,2013,Lower bound of forecast range,2
Processed fruits & vegetables,2,2013,2013,Upper bound of forecast range,3
Processed fruits & vegetables,3,2013,2013,Lower bound of forecast range,2
Processed fruits & vegetables,3,2013,2013,Upper bound of forecast range,3
Processed fruits & vegetables,4,2013,2013,Lower bound of forecast range,2
Processed fruits & vegetables,4,2013,2013,Upper bound of forecast range,3
Processed fruits & vegetables,5,2013,2013,Lower bound of forecast range,2
Processed fruits & vegetables,5,2013,2013,Upper bound of forecast range,3
Processed fruits & vegetables,6,2013,2013,Lower bound of forecast range,2
Processed fruits & vegetables,6,2013,2013,Upper bound of forecast range,3
Processed fruits & vegetables,7,2013,2013,Lower bound of forecast range,1
Processed fruits & vegetables,7,2013,2013,Upper bound of forecast range,2
Processed fruits & vegetables,8,2013,2013,Lower bound of forecast range,1
Processed fruits & vegetables,8,2013,2013,Upper bound of forecast range,2
Processed fruits & vegetables,9,2013,2013,Lower bound of forecast range,1
Processed fruits & vegetables,9,2013,2013,Upper bound of forecast range,2
Processed fruits & vegetables,10,2013,2013,Lower bound of forecast range,1
Processed fruits & vegetables,10,2013,2013,Upper bound of forecast range,2
Processed fruits & vegetables,11,2013,2013,Lower bound of forecast range,0
Processed fruits & vegetables,11,2013,2013,Upper bound of forecast range,1
Processed fruits & vegetables,12,2013,2013,Lower bound of forecast range,0
Processed fruits & vegetables,12,2013,2013,Upper bound of forecast range,0.5
Sugar and sweets,7,2012,2013,Lower bound of forecast range,2
Sugar and sweets,7,2012,2013,Upper bound of forecast range,3
Sugar and sweets,8,2012,2013,Lower bound of forecast range,2
Sugar and sweets,8,2012,2013,Upper bound of forecast range,3
Sugar and sweets,9,2012,2013,Lower bound of forecast range,2
Sugar and sweets,9,2012,2013,Upper bound of forecast range,3
Sugar and sweets,10,2012,2013,Lower bound of forecast range,2
Sugar and sweets,10,2012,2013,Upper bound of forecast range,3
Sugar and sweets,11,2012,2013,Lower bound of forecast range,2
Sugar and sweets,11,2012,2013,Upper bound of forecast range,3
Sugar and sweets,12,2012,2013,Lower bound of forecast range,2
Sugar and sweets,12,2012,2013,Upper bound of forecast range,3
Sugar and sweets,1,2013,2013,Lower bound of forecast range,2
Sugar and sweets,1,2013,2013,Upper bound of forecast range,3
Sugar and sweets,2,2013,2013,Lower bound of forecast range,2
Sugar and sweets,2,2013,2013,Upper bound of forecast range,3
Sugar and sweets,3,2013,2013,Lower bound of forecast range,2
Sugar and sweets,3,2013,2013,Upper bound of forecast range,3
Sugar and sweets,4,2013,2013,Lower bound of forecast range,2
Sugar and sweets,4,2013,2013,Upper bound of forecast range,3
Sugar and sweets,5,2013,2013,Lower bound of forecast range,1
Sugar and sweets,5,2013,2013,Upper bound of forecast range,2
Sugar and sweets,6,2013,2013,Lower bound of forecast range,1
Sugar and sweets,6,2013,2013,Upper bound of forecast range,2
Sugar and sweets,7,2013,2013,Lower bound of forecast range,0
Sugar and sweets,7,2013,2013,Upper bound of forecast range,1
Sugar and sweets,8,2013,2013,Lower bound of forecast range,0
Sugar and sweets,8,2013,2013,Upper bound of forecast range,1
Sugar and sweets,9,2013,2013,Lower bound of forecast range,-2
Sugar and sweets,9,2013,2013,Upper bound of forecast range,-1
Sugar and sweets,10,2013,2013,Lower bound of forecast range,-2
Sugar and sweets,10,2013,2013,Upper bound of forecast range,-1
Sugar and sweets,11,2013,2013,Lower bound of forecast range,-2
Sugar and sweets,11,2013,2013,Upper bound of forecast range,-1
Sugar and sweets,12,2013,2013,Lower bound of forecast range,-1.75
Sugar and sweets,12,2013,2013,Upper bound of forecast range,-1.25
Cereals and bakery products,7,2012,2013,Lower bound of forecast range,3
Cereals and bakery products,7,2012,2013,Upper bound of forecast range,4
Cereals and bakery products,8,2012,2013,Lower bound of forecast range,3
Cereals and bakery products,8,2012,2013,Upper bound of forecast range,4
Cereals and bakery products,9,2012,2013,Lower bound of forecast range,3
Cereals and bakery products,9,2012,2013,Upper bound of forecast range,4
Cereals and bakery products,10,2012,2013,Lower bound of forecast range,3
Cereals and bakery products,10,2012,2013,Upper bound of forecast range,4
Cereals and bakery products,11,2012,2013,Lower bound of forecast range,3
Cereals and bakery products,11,2012,2013,Upper bound of forecast range,4
Cereals and bakery products,12,2012,2013,Lower bound of forecast range,3
Cereals and bakery products,12,2012,2013,Upper bound of forecast range,4
Cereals and bakery products,1,2013,2013,Lower bound of forecast range,3
Cereals and bakery products,1,2013,2013,Upper bound of forecast range,4
Cereals and bakery products,2,2013,2013,Lower bound of forecast range,3
Cereals and bakery products,2,2013,2013,Upper bound of forecast range,4
Cereals and bakery products,3,2013,2013,Lower bound of forecast range,3
Cereals and bakery products,3,2013,2013,Upper bound of forecast range,4
Cereals and bakery products,4,2013,2013,Lower bound of forecast range,2
Cereals and bakery products,4,2013,2013,Upper bound of forecast range,3
Cereals and bakery products,5,2013,2013,Lower bound of forecast range,2
Cereals and bakery products,5,2013,2013,Upper bound of forecast range,3
Cereals and bakery products,6,2013,2013,Lower bound of forecast range,2
Cereals and bakery products,6,2013,2013,Upper bound of forecast range,3
Cereals and bakery products,7,2013,2013,Lower bound of forecast range,1.5
Cereals and bakery products,7,2013,2013,Upper bound of forecast range,2.5
Cereals and bakery products,8,2013,2013,Lower bound of forecast range,1.5
Cereals and bakery products,8,2013,2013,Upper bound of forecast range,2.5
Cereals and bakery products,9,2013,2013,Lower bound of forecast range,1.5
Cereals and bakery products,9,2013,2013,Upper bound of forecast range,2.5
Cereals and bakery products,10,2013,2013,Lower bound of forecast range,1.5
Cereals and bakery products,10,2013,2013,Upper bound of forecast range,2.5
Cereals and bakery products,11,2013,2013,Lower bound of forecast range,1
Cereals and bakery products,11,2013,2013,Upper bound of forecast range,2
Cereals and bakery products,12,2013,2013,Lower bound of forecast range,0.75
Cereals and bakery products,12,2013,2013,Upper bound of forecast range,1.25
Nonalcoholic beverages,7,2012,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,7,2012,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,8,2012,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,8,2012,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,9,2012,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,9,2012,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,10,2012,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,10,2012,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,11,2012,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,11,2012,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,12,2012,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,12,2012,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,1,2013,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,1,2013,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,2,2013,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,2,2013,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,3,2013,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,3,2013,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,4,2013,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,4,2013,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,5,2013,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,5,2013,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,6,2013,2013,Lower bound of forecast range,2.5
Nonalcoholic beverages,6,2013,2013,Upper bound of forecast range,3.5
Nonalcoholic beverages,7,2013,2013,Lower bound of forecast range,0
Nonalcoholic beverages,7,2013,2013,Upper bound of forecast range,1
Nonalcoholic beverages,8,2013,2013,Lower bound of forecast range,0
Nonalcoholic beverages,8,2013,2013,Upper bound of forecast range,1
Nonalcoholic beverages,9,2013,2013,Lower bound of forecast range,-1
Nonalcoholic beverages,9,2013,2013,Upper bound of forecast range,0
Nonalcoholic beverages,10,2013,2013,Lower bound of forecast range,-1
Nonalcoholic beverages,10,2013,2013,Upper bound of forecast range,0
Nonalcoholic beverages,11,2013,2013,Lower bound of forecast range,-1
Nonalcoholic beverages,11,2013,2013,Upper bound of forecast range,0
Nonalcoholic beverages,12,2013,2013,Lower bound of forecast range,-1
Nonalcoholic beverages,12,2013,2013,Upper bound of forecast range,-0.5
Other foods,7,2012,2013,Lower bound of forecast range,3.5
Other foods,7,2012,2013,Upper bound of forecast range,4.5
Other foods,8,2012,2013,Lower bound of forecast range,3.5
Other foods,8,2012,2013,Upper bound of forecast range,4.5
Other foods,9,2012,2013,Lower bound of forecast range,3.5
Other foods,9,2012,2013,Upper bound of forecast range,4.5
Other foods,10,2012,2013,Lower bound of forecast range,3.5
Other foods,10,2012,2013,Upper bound of forecast range,4.5
Other foods,11,2012,2013,Lower bound of forecast range,3.5
Other foods,11,2012,2013,Upper bound of forecast range,4.5
Other foods,12,2012,2013,Lower bound of forecast range,3.5
Other foods,12,2012,2013,Upper bound of forecast range,4.5
Other foods,1,2013,2013,Lower bound of forecast range,3.5
Other foods,1,2013,2013,Upper bound of forecast range,4.5
Other foods,2,2013,2013,Lower bound of forecast range,3.5
Other foods,2,2013,2013,Upper bound of forecast range,4.5
Other foods,3,2013,2013,Lower bound of forecast range,3.5
Other foods,3,2013,2013,Upper bound of forecast range,4.5
Other foods,4,2013,2013,Lower bound of forecast range,2.5
Other foods,4,2013,2013,Upper bound of forecast range,3.5
Other foods,5,2013,2013,Lower bound of forecast range,2.5
Other foods,5,2013,2013,Upper bound of forecast range,3.5
Other foods,6,2013,2013,Lower bound of forecast range,2.5
Other foods,6,2013,2013,Upper bound of forecast range,3.5
Other foods,7,2013,2013,Lower bound of forecast range,1.5
Other foods,7,2013,2013,Upper bound of forecast range,2.5
Other foods,8,2013,2013,Lower bound of forecast range,1.5
Other foods,8,2013,2013,Upper bound of forecast range,2.5
Other foods,9,2013,2013,Lower bound of forecast range,0
Other foods,9,2013,2013,Upper bound of forecast range,1
Other foods,10,2013,2013,Lower bound of forecast range,0
Other foods,10,2013,2013,Upper bound of forecast range,1
Other foods,11,2013,2013,Lower bound of forecast range,0
Other foods,11,2013,2013,Upper bound of forecast range,1
Other foods,12,2013,2013,Lower bound of forecast range,0.25
Other foods,12,2013,2013,Upper bound of forecast range,0.75
All food,7,2013,2014,Lower bound of forecast range,2.5
All food,7,2013,2014,Upper bound of forecast range,3.5
All food,8,2013,2014,Lower bound of forecast range,2.5
All food,8,2013,2014,Upper bound of forecast range,3.5
All food,9,2013,2014,Lower bound of forecast range,2.5
All food,9,2013,2014,Upper bound of forecast range,3.5
All food,10,2013,2014,Lower bound of forecast range,2.5
All food,10,2013,2014,Upper bound of forecast range,3.5
All food,11,2013,2014,Lower bound of forecast range,2.5
All food,11,2013,2014,Upper bound of forecast range,3.5
All food,12,2013,2014,Lower bound of forecast range,2.5
All food,12,2013,2014,Upper bound of forecast range,3.5
All food,1,2014,2014,Lower bound of forecast range,2.5
All food,1,2014,2014,Upper bound of forecast range,3.5
All food,2,2014,2014,Lower bound of forecast range,2.5
All food,2,2014,2014,Upper bound of forecast range,3.5
All food,3,2014,2014,Lower bound of forecast range,2.5
All food,3,2014,2014,Upper bound of forecast range,3.5
All food,4,2014,2014,Lower bound of forecast range,2.5
All food,4,2014,2014,Upper bound of forecast range,3.5
All food,5,2014,2014,Lower bound of forecast range,2.5
All food,5,2014,2014,Upper bound of forecast range,3.5
All food,6,2014,2014,Lower bound of forecast range,2.5
All food,6,2014,2014,Upper bound of forecast range,3.5
All food,7,2014,2014,Lower bound of forecast range,2.5
All food,7,2014,2014,Upper bound of forecast range,3.5
All food,8,2014,2014,Lower bound of forecast range,2.5
All food,8,2014,2014,Upper bound of forecast range,3.5
All food,9,2014,2014,Lower bound of forecast range,2.5
All food,9,2014,2014,Upper bound of forecast range,3.5
All food,10,2014,2014,Lower bound of forecast range,2.5
All food,10,2014,2014,Upper bound of forecast range,3.5
All food,11,2014,2014,Lower bound of forecast range,2.5
All food,11,2014,2014,Upper bound of forecast range,3.5
All food,12,2014,2014,Lower bound of forecast range,2.25
All food,12,2014,2014,Upper bound of forecast range,3.25
Food away from home,7,2013,2014,Lower bound of forecast range,2.5
Food away from home,7,2013,2014,Upper bound of forecast range,3.5
Food away from home,8,2013,2014,Lower bound of forecast range,2.5
Food away from home,8,2013,2014,Upper bound of forecast range,3.5
Food away from home,9,2013,2014,Lower bound of forecast range,2.5
Food away from home,9,2013,2014,Upper bound of forecast range,3.5
Food away from home,10,2013,2014,Lower bound of forecast range,2.5
Food away from home,10,2013,2014,Upper bound of forecast range,3.5
Food away from home,11,2013,2014,Lower bound of forecast range,2.5
